Checked	Master	Accession	Description	Coverage	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Modifications	Entrez Gene ID	Ensembl Gene ID	Gene ID	Chromosome	Biological Process	Cellular Component	Molecular Function	Pfam IDs	"Abundance Ratio: (127_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (127_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (128_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (128_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (129_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (129_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (130_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (130_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (131, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance: F1: 126, Sample, Treatment_rep2"	"Abundance: F1: 127_N, Sample, Treatment_rep2"	"Abundance: F1: 127_C, Sample, Treatment_rep2"	"Abundance: F1: 128_N, Sample, Treatment_rep2"	"Abundance: F1: 128_C, Sample, Treatment_rep2"	"Abundance: F1: 129_N, Sample, Treatment_rep2"	"Abundance: F1: 129_C, Sample, Treatment_rep2"	"Abundance: F1: 130_N, Sample, Treatment_rep2"	"Abundance: F1: 130_C, Sample, Treatment_rep2"	"Abundance: F1: 131, Sample, Treatment_rep2"	"Abundances Count: F1: 126, Sample, Treatment_rep2"	"Abundances Count: F1: 127_N, Sample, Treatment_rep2"	"Abundances Count: F1: 127_C, Sample, Treatment_rep2"	"Abundances Count: F1: 128_N, Sample, Treatment_rep2"	"Abundances Count: F1: 128_C, Sample, Treatment_rep2"	"Abundances Count: F1: 129_N, Sample, Treatment_rep2"	"Abundances Count: F1: 129_C, Sample, Treatment_rep2"	"Abundances Count: F1: 130_N, Sample, Treatment_rep2"	"Abundances Count: F1: 130_C, Sample, Treatment_rep2"	"Abundances Count: F1: 131, Sample, Treatment_rep2"	emPAI	# Razor Peptides	Score Sequest HT	# Peptides Sequest HT	Score Mascot	# Peptides Mascot
FALSE	IsMasterProtein	P07951-2	Isoform 2 of Tropomyosin beta chain OS=Homo sapiens GN=TPM2	26.4084507	10	63	1	1	284	32.97	4.67		7169	ENSG00000198467	TPM2	9	cellular component movement;regulation of biological process	cytosol	protein binding;structural molecule activity	"Pf00261, Pf12718"																														3.062	0	107.4921882	10	538.6618898	10
FALSE	IsMasterProtein	P07954-2	"Isoform Cytoplasmic of Fumarate hydratase, mitochondrial OS=Homo sapiens GN=FH"	60.8137045	25	179	24	1	467	50.181	7.4						metabolic process		catalytic activity	"Pf00206, Pf10415"	1.016	1.118	0.99	0.52	0.2	0.112	0.07	0.05	0.039	28727	29180.7	32117	28428.8	14927.7	5753.7	3229.6	1996.7	1446.1	1130	33	33	33	33	33	33	33	33	33	33	14.615	1	321.240867	24	2051.695709	23
FALSE	IsMasterProtein	P07992	DNA excision repair protein ERCC-1 OS=Homo sapiens GN=ERCC1 PE=1 SV=1	9.090909091	3	5	3	1	297	32.542	6.25		2067	ENSG00000012061	ERCC1	19	cell organization and biogenesis;cell proliferation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus	catalytic activity;DNA binding;protein binding	"Pf00633, Pf03834, Pf12826, Pf14520"	0.998	0.986	0.798	0.502	0.224	0.104	0.067	0.048	0.043	978.4	976	964.4	780.5	491.3	219.4	101.6	65.3	47.1	41.9	2	2	2	2	2	2	2	2	2	2	0.501	0	7.821395874	3	30.54	2
FALSE	IsMasterProtein	P08047	Transcription factor Sp1 OS=Homo sapiens GN=SP1 PE=1 SV=3	14.52229299	8	54	1	1	785	80.644	7.34		6667	ENSG00000185591	SP1	12	cell differentiation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus	DNA binding;metal ion binding;protein binding	"Pf00096, Pf13465, Pf13894"	1.021	1.166	1.115	0.97	0.787	0.589	0.411	0.351	0.309	1146.6	1170.6	1337.5	1278.4	1112.7	902.3	674.9	471.4	402.4	354.7	2	2	2	2	2	2	2	2	2	2	4.412	0	88.83768272	7	899.7590909	7
FALSE	IsMasterProtein	P08107	Heat shock 70 kDa protein 1A/1B OS=Homo sapiens GN=HSPA1A PE=1 SV=5	59.12636505	32	511	16	1	641	70.009	5.66		3303; 3304	ENSG00000224501; ENSG00000231555; ENSG00000237724; ENSG00000212866; ENSG00000234475; ENSG00000232804; ENSG00000204388; ENSG00000235941; ENSG00000204389	HSPA1A; HSPA1B	CHR_HSCHR6_MHC_COX_CTG1; CHR_HSCHR6_MHC_DBB_CTG1; 6; CHR_HSCHR6_MHC_QBL_CTG1; CHR_HSCHR6_MHC_APD_CTG1	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;endoplasmic reticulum;mitochondrion;nucleus	catalytic activity;nucleotide binding;protein binding;receptor activity;RNA binding	"Pf00012, Pf06723"	1.003	1.058	1.005	0.749	0.306	0.138	0.079	0.055	0.044	43829	43943.8	46349.8	44044.2	32846.3	13396.2	6032	3448.2	2412.4	1917.9	42	42	42	42	42	42	42	42	42	42	30.623	21	888.735925	32	4462.39099	30
FALSE	IsMasterProtein	P08123	Collagen alpha-2(I) chain OS=Homo sapiens GN=COL1A2 PE=1 SV=7	3.587115666	4	7	4	1	1366	129.235	8.95		1278	ENSG00000164692	COL1A2	7	cell organization and biogenesis;cellular component movement;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	extracellular;organelle lumen	metal ion binding;protein binding;structural molecule activity	"Pf01391, Pf01410"	0.993	1.118	0.998	0.859	0.719	0.636	0.58	0.586	0.551	1064.6	1057.4	1190.4	1062.6	914.1	765.3	677.3	617.6	623.8	586.9	4	4	4	4	4	4	4	4	4	4	0.117	0	9.345704913	4	51.14	3
FALSE	IsMasterProtein	P08133	Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3	28.08320951	18	46	1	1	673	75.826	5.6		309	ENSG00000197043	ANXA6	5	cell organization and biogenesis;cellular homeostasis;regulation of biological process;response to stimulus;transport	cytoplasm;membrane;mitochondrion	metal ion binding;nucleotide binding;protein binding;transporter activity	Pf00191	0.973	1.087	1.015	0.793	0.375	0.143	0.095	0.074	0.047	430.1	418.5	467.5	436.7	340.9	161.5	61.4	41	32	20	1	1	1	1	1	1	1	1	1	1	1.399	0	86.08550572	18	460.2498691	18
FALSE	IsMasterProtein	P08195-4	Isoform 4 of 4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2	12.55673222	7	17	7	1	661	71.079	4.97			ENSG00000168003		11	metabolic process		catalytic activity	Pf00128	1.01	0.969	0.923	0.753	0.636	0.475	0.413	0.339	0.307	2053.2	2072.8	1989.8	1895.9	1546	1306.8	976.1	847.3	696.1	630.3	6	6	6	6	6	6	6	6	6	6	0.63	0	33.34154773	6	264.1277778	7
FALSE	IsMasterProtein	P08236	Beta-glucuronidase OS=Homo sapiens GN=GUSB PE=1 SV=2	8.294930876	6	14	6	1	651	74.685	7.02		2990	ENSG00000169919	GUSB	7	metabolic process	membrane;organelle lumen;vacuole	catalytic activity;protein binding	"Pf02836, Pf02837, Pf12876"	0.939	1.03	0.683	0.444	0.335	0.259	0.211	0.163	0.148	2649.4	2487.7	2727.6	1808.9	1177.2	886.8	687.1	557.7	432.8	393.3	3	3	3	3	3	3	3	3	3	3	0.501	0	22.37436628	6	31.67905986	4
FALSE	IsMasterProtein	P08238	Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4	66.98895028	48	1300	29	1	724	83.212	5.03		3326	ENSG00000096384	HSP90AB1	6	cell organization and biogenesis;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cell surface;cytoplasm;cytosol;membrane;mitochondrion	enzyme regulator activity;nucleotide binding;protein binding;RNA binding	"Pf00183, Pf02518, Pf13589"	0.967	1.034	0.994	0.619	0.289	0.149	0.083	0.062	0.05	229605.8	222018.5	237344.9	228197.2	142122.3	66411.2	34122.4	19154.5	14316.7	11558.1	79	79	79	79	79	79	79	79	79	79	136.891	30	2635.867316	47	12904.71205	40
FALSE	IsMasterProtein	P08240	Signal recognition particle receptor subunit alpha OS=Homo sapiens GN=SRPR PE=1 SV=2	1.097178683	1	1	1	1	638	69.767	8.95		6734	ENSG00000182934	SRPR; SRPRA	11	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	endoplasmic reticulum;membrane	catalytic activity;nucleotide binding;RNA binding	"Pf00448, Pf02881, Pf03308, Pf04086"	0.795	0.796	0.519	0.479	0.268	0.25	0.18	0.139	0.09	383.2	304.5	304.9	198.9	183.7	102.6	95.9	69	53.1	34.4	1	1	1	1	1	1	1	1	1	1	0.058	0	2.771806955	1		
FALSE	IsMasterProtein	P08243	Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4	49.37611408	22	136	22	1	561	64.329	6.86		440	ENSG00000070669	ASNS	7	cell communication;metabolic process;regulation of biological process;response to stimulus	cytosol	catalytic activity;nucleotide binding;protein binding	"Pf00310, Pf00733, Pf12481, Pf13522, Pf13537"	0.958	0.925	0.745	0.402	0.186	0.107	0.065	0.046	0.037	21678	20770	20041.4	16141	8705.3	4032.5	2318.8	1411.1	1006.8	795.3	30	30	30	30	30	30	30	30	30	30	6.796	0	252.6979996	22	1312.560294	22
FALSE	IsMasterProtein	P08397	Porphobilinogen deaminase OS=Homo sapiens GN=HMBS PE=1 SV=2	62.88088643	20	122	2	1	361	39.306	7.18		3145	ENSG00000256269; ENSG00000281702	HMBS	11; CHR_HG2217_PATCH	cell differentiation;metabolic process;response to stimulus	chromosome;cytoplasm;cytosol;nucleus	catalytic activity	"Pf01379, Pf03900"	1.024	1.059	1.045	0.92	0.792	0.799	0.738	0.693	0.633	9387.3	9609.7	9940.2	9810.4	8638.5	7439.1	7499.2	6925.4	6507.8	5943.9	21	21	21	21	21	21	21	21	21	21	18.307	17	227.4253153	19	1017.324181	18
FALSE	IsMasterProtein	P08473	Neprilysin OS=Homo sapiens GN=MME PE=1 SV=2	0.933333333	1	4	1	1	750	85.46	5.73		4311	ENSG00000196549	MME	3	metabolic process;response to stimulus	cytoplasm;membrane	catalytic activity;metal ion binding;protein binding	"Pf01431, Pf05649"	0.761	0.702	0.383	0.236	0.046	0.011	0.01	0.01	0.01	443.9	337.7	311.7	170	104.7	20.3	4.8	1.6	1	1	1	1	1	1	1	1	1	1	1	1	0.053	0	4.379320145	1	30.71	1
FALSE	IsMasterProtein	P08559-4	"Isoform 4 of Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens GN=PDHA1"	38.31775701	17	78	17	1	428	47.549	8.54		5160	ENSG00000131828	PDHA1	X	metabolic process;regulation of biological process	mitochondrion;nucleus;organelle lumen	catalytic activity	Pf00676	0.921	0.737	0.366	0.208	0.133	0.08	0.05	0.037	0.031	14224.6	13106.6	10479.3	5200.1	2959.3	1888.6	1135.9	708.6	525.4	440.3	19	19	19	19	19	19	19	19	19	19	4.843	0	127.0383209	16	539.4643759	17
FALSE	IsMasterProtein	P08579	U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens GN=SNRPB2 PE=1 SV=1	41.33333333	9	40	7	1	225	25.47	9.72		6629	ENSG00000125870	SNRPB2	20	metabolic process;regulation of biological process	nucleus;spliceosomal complex	nucleotide binding;protein binding;RNA binding	"Pf00076, Pf13893, Pf14259"	1.005	1.092	0.965	0.73	0.478	0.227	0.105	0.084	0.068	4445.7	4469.9	4854.5	4287.9	3247.2	2125.1	1010.2	466.1	374.5	302.9	8	8	8	8	8	8	8	8	8	8	11.328	0	69.36651611	8	489.4463208	8
FALSE	IsMasterProtein	P08621	U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens GN=SNRNP70 PE=1 SV=2	36.38443936	14	34	14	1	437	51.526	9.94		6625	ENSG00000104852	SNRNP70	19	metabolic process;regulation of biological process	nucleus;spliceosomal complex	nucleotide binding;protein binding;RNA binding	"Pf00076, Pf12220, Pf13893, Pf14259"	0.894	0.89	0.816	0.518	0.157	0.11	0.068	0.06	0.049	8461.1	7564.1	7533.7	6905.4	4378.7	1331.2	929.5	576.1	510.7	411.9	12	12	12	12	12	12	12	12	12	12	5.31	0	64.33076477	14	406.478176	12
FALSE	IsMasterProtein	P08651	Nuclear factor 1 C-type OS=Homo sapiens GN=NFIC PE=1 SV=2	13.97637795	5	8	4	1	508	55.64	8.38		4782	ENSG00000141905	NFIC	19	metabolic process;regulation of biological process	nucleus	DNA binding	"Pf00859, Pf03165, Pf10524"	0.975	0.967	0.901	0.756	0.607	0.484	0.324	0.285	0.228	1093.6	1066.2	1058	985.7	827.3	663.7	529.4	353.9	311.8	249.7	4	4	4	4	4	4	4	4	4	4	0.585	1	15.61745262	5	67.90333333	3
FALSE	IsMasterProtein	P08670	Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4	69.74248927	35	398	27	1	466	53.619	5.12		7431	ENSG00000026025	VIM	10	cell death;cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;cytosol;membrane	catalytic activity;motor activity;protein binding;RNA binding;structural molecule activity	"Pf00038, Pf04111, Pf04156, Pf04732, Pf05622, Pf10186"	0.867	0.88	0.73	0.673	0.507	0.476	0.299	0.228	0.201	64240.4	55681.3	56547.1	46901.6	43239.5	32554.1	30586.5	19235.7	14671.7	12907	60	60	60	60	60	60	60	60	60	60	99	11	759.3758998	35	3821.314542	33
FALSE	IsMasterProtein	P08697	Alpha-2-antiplasmin OS=Homo sapiens GN=SERPINF2 PE=1 SV=3	4.073319756	2	4	2	1	491	54.531	6.29		5345	ENSG00000167711	SERPINF2	17	cell organization and biogenesis;coagulation;defense response;regulation of biological process;response to stimulus;transport	cell surface;extracellular;organelle lumen	enzyme regulator activity;protein binding	Pf00079																														0.212	0	5.639086723	2	27.61	2
FALSE	IsMasterProtein	P08727	"Keratin, type I cytoskeletal 19 OS=Homo sapiens GN=KRT19 PE=1 SV=4"	68.75	29	200	21	1	400	44.079	5.14		3880	ENSG00000171345	KRT19	17	cell differentiation;cell organization and biogenesis;regulation of biological process;response to stimulus	cytoskeleton;membrane	protein binding;structural molecule activity	Pf00038	0.971	0.981	0.893	0.718	0.506	0.333	0.153	0.089	0.073	21549.1	20932.1	21143.7	19242.9	15461.6	10893.9	7165.2	3298.3	1907.7	1569.3	33	33	33	33	33	33	33	33	33	33	19.092	9	336.890195	28	2065.30576	28
FALSE	IsMasterProtein	P08754	Guanine nucleotide-binding protein G(k) subunit alpha OS=Homo sapiens GN=GNAI3 PE=1 SV=3	18.6440678	6	13	3	1	354	40.506	5.69		2773	ENSG00000065135	GNAI3	1	cell communication;cell division;cell organization and biogenesis;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;Golgi;membrane	catalytic activity;metal ion binding;nucleotide binding;protein binding;signal transducer activity	"Pf00025, Pf00503"	0.96	0.946	0.789	0.556	0.27	0.125	0.07	0.051	0.036	4282.4	4112.5	4052.9	3380.4	2383.1	1157.1	536.6	298.6	216.8	152.6	7	7	7	7	7	7	7	7	7	7	1.336	4	24.80866432	6	156.5694425	6
FALSE	IsMasterProtein	P08758	Annexin A5 OS=Homo sapiens GN=ANXA5 PE=1 SV=2	50	16	82	15	1	320	35.914	5.05		308	ENSG00000164111	ANXA5	4	cell organization and biogenesis;coagulation;regulation of biological process;response to stimulus	cytoplasm;membrane;nucleus	enzyme regulator activity;metal ion binding;protein binding	Pf00191	0.995	0.998	0.865	0.368	0.169	0.083	0.06	0.046	0.037	18816.2	18719.2	18770.9	16271.8	6915	3181.4	1568.3	1125.9	862.7	696.7	12	12	12	12	12	12	12	12	12	12	3.924	1	138.43453	16	744.5764327	16
FALSE	IsMasterProtein	P08865	40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=4	42.71186441	10	44	10	1	295	32.833	4.87		3921	ENSG00000168028	RPSA	3	cell organization and biogenesis;metabolic process;transport	cytoplasm;cytosol;membrane;nucleus;ribosome	protein binding;receptor activity;RNA binding;structural molecule activity	Pf00318	0.978	1.036	1.008	0.866	0.614	0.397	0.13	0.07	0.047	6180.3	6041.8	6405.3	6232.1	5353.9	3792.6	2452	805	431.6	291.6	12	12	12	12	12	12	12	12	12	12	7.577	0	88.43788409	9	659.2438141	10
FALSE	IsMasterProtein	P08962	CD63 antigen OS=Homo sapiens GN=CD63 PE=1 SV=2	10.08403361	3	17	3	1	238	25.619	7.81		967	ENSG00000135404	CD63	12	cell differentiation;cellular component movement;coagulation;regulation of biological process;response to stimulus;transport	cell surface;endosome;membrane;organelle lumen;vacuole	protein binding	Pf00335	0.926	0.976	0.897	0.747	0.532	0.394	0.282	0.254	0.207	4728	4380.1	4615.4	4240.4	3529.8	2516.6	1863.5	1334.9	1202.3	978	6	6	6	6	6	6	6	6	6	6	1.894	0	19.95120788	3	106.8933333	2
FALSE	IsMasterProtein	P09012	U1 small nuclear ribonucleoprotein A OS=Homo sapiens GN=SNRPA PE=1 SV=3	40.78014184	9	48	7	1	282	31.259	9.83		6626	ENSG00000077312	SNRPA	19	metabolic process	cytoplasm;nucleus;spliceosomal complex	nucleotide binding;protein binding;RNA binding	"Pf00076, Pf13893, Pf14259"	0.945	1.165	0.88	0.799	0.591	0.376	0.177	0.154	0.121	4385.7	4144.3	5107.5	3859	3502.9	2591.7	1649.4	775.8	673.7	529.5	9	9	9	9	9	9	9	9	9	9	9	2	87.23049331	8	447.0626087	9
FALSE	IsMasterProtein	P09038	Fibroblast growth factor 2 OS=Homo sapiens GN=FGF2 PE=1 SV=3	2.430555556	1	2	1	1	288	30.751	11.18		2247		FGF2	4	cell communication;cell differentiation;cell organization and biogenesis;cellular component movement;cellular homeostasis;defense response;development;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;extracellular;nucleus	protein binding	"Pf00167, Pf00340"	1.04	1.194	1.137	0.934	0.843	0.788	0.506	0.238	0.066	213.9	222.4	255.5	243.2	199.7	180.3	168.5	108.2	51	14.1	1	1	1	1	1	1	1	1	1	1	0.122	0	2.185541391	1	23.48	1
FALSE	IsMasterProtein	P09104	Gamma-enolase OS=Homo sapiens GN=ENO2 PE=1 SV=3	57.37327189	19	207	13	1	434	47.239	5.03		2026	ENSG00000111674	ENO2	12	metabolic process	cytoplasm;cytosol;membrane	catalytic activity;metal ion binding;protein binding	"Pf00113, Pf03952, Pf13378"	0.935	1.058	0.952	0.864	0.686	0.686	0.55	0.508	0.302	4294.6	4017	4541.8	4088.4	3709.5	2948.1	2944.4	2363.2	2183.7	1297.6	15	15	15	15	15	15	15	15	15	15	11.915	1	482.8210766	18	3254.216496	16
FALSE	IsMasterProtein	P09105	Hemoglobin subunit theta-1 OS=Homo sapiens GN=HBQ1 PE=1 SV=2	49.29577465	5	14	5	1	142	15.498	7.62		3049	ENSG00000086506	HBQ1	16	transport		metal ion binding;protein binding;transporter activity	Pf00042	0.982	1	0.918	0.699	0.553	0.413	0.291	0.171	0.088	1291.8	1268.6	1291.9	1185.7	902.8	714.7	533	375.9	220.6	113.2	4	4	4	4	4	4	4	4	4	4	2.594	0	30.17913294	5	214.4451941	5
FALSE	IsMasterProtein	P09110	"3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens GN=ACAA1 PE=1 SV=2"	44.10377358	11	24	11	1	424	44.264	8.44		30	ENSG00000060971	ACAA1	3	metabolic process	membrane;organelle lumen	catalytic activity;protein binding	"Pf00108, Pf02803, Pf08541"	1.023	1.036	0.887	0.627	0.494	0.437	0.283	0.118	0.057	4124.9	4218.4	4274.7	3657.1	2585.9	2037.8	1802.1	1167	487.7	235.7	12	12	12	12	12	12	12	12	12	12	2.981	0	62.20971274	11	428.9145455	9
FALSE	IsMasterProtein	P09132	Signal recognition particle 19 kDa protein OS=Homo sapiens GN=SRP19 PE=1 SV=3	20.13888889	2	6	2	1	144	16.145	9.85		6728	ENSG00000153037	SRP19	5	cell organization and biogenesis;metabolic process;response to stimulus;transport	cytoplasm;cytosol;mitochondrion;nucleus	RNA binding	Pf01922	0.996	0.953	0.82	0.62	0.463	0.322	0.392	0.486	0.239	517.9	515.6	493.7	424.5	321	239.6	166.9	203.2	251.9	124	2	2	2	2	2	2	2	2	2	2	0.778	0	13.28005099	2	95.02333333	2
FALSE	IsMasterProtein	P09211	Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2	58.0952381	11	305	11	1	210	23.341	5.64		2950	ENSG00000084207	GSTP1	11	cell proliferation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane;mitochondrion;nucleus	catalytic activity;enzyme regulator activity;protein binding	"Pf00043, Pf02798, Pf14497"	1.022	1.077	1.072	0.8	0.329	0.154	0.085	0.056	0.043	47297.9	48317.3	50962.9	50720.5	37841.7	15562.3	7266.1	4024.6	2669.9	2049	25	25	25	25	25	25	25	25	25	25	214.443	0	639.6304388	10	3316.143208	10
FALSE	IsMasterProtein	P09234	U1 small nuclear ribonucleoprotein C OS=Homo sapiens GN=SNRPC PE=1 SV=1	24.52830189	3	12	3	1	159	17.381	9.67		6631	ENSG00000124562	SNRPC	6	cell organization and biogenesis;metabolic process	nucleus;spliceosomal complex	metal ion binding;protein binding;RNA binding	Pf06220	0.918	0.919	0.869	0.815	0.711	0.677	0.56	0.556	0.397	1732	1590.5	1591.1	1504.8	1411.5	1230.6	1172	970.2	962.6	687.5	4	4	4	4	4	4	4	4	4	4	9	0	25.72792244	3	160.38	3
FALSE	IsMasterProtein	P09327	Villin-1 OS=Homo sapiens GN=VIL1 PE=1 SV=4	6.045949214	4	6	4	1	827	92.637	6.39		7429	ENSG00000127831	VIL1	2	cell death;cell differentiation;cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;membrane	enzyme regulator activity;metal ion binding;protein binding	"Pf00626, Pf02209"	0.943	0.924	0.718	0.493	0.291	0.135	0.083	0.073	0.071	1236.7	1166.2	1142.7	887.8	609.6	359.8	166.7	103	90.5	87.5	4	4	4	4	4	4	4	4	4	4	0.19	0	10.36948359	4	21.02	2
FALSE	IsMasterProtein	P09382	Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2	58.51851852	8	77	8	1	135	14.706	5.5		3956	ENSG00000100097	LGALS1	22	cell death;cell differentiation;cellular homeostasis;regulation of biological process;response to stimulus	cell surface;cytoplasm;extracellular;nucleus	protein binding;RNA binding;signal transducer activity	Pf00337	1.02	1.132	0.948	0.851	0.7	0.7	0.551	0.445	0.278	7986.5	8143.8	9040.2	7568.2	6796.9	5591.1	5592.1	4403.1	3555.2	2224.1	12	12	12	12	12	12	12	12	12	12	45.416	0	145.8169539	8	756.74375	8
FALSE	IsMasterProtein	P09417	Dihydropteridine reductase OS=Homo sapiens GN=QDPR PE=1 SV=2	53.27868852	9	33	9	1	244	25.773	7.37		5860	ENSG00000151552	QDPR	4	metabolic process;response to stimulus	cytoplasm;cytosol;mitochondrion	catalytic activity;nucleotide binding;protein binding		1.053	1.123	1.019	0.575	0.282	0.165	0.105	0.083	0.083	3048.9	3209.7	3423.5	3107.1	1752.3	859.4	502.9	321.2	252.2	252.2	8	8	8	8	8	8	8	8	8	8	3.437	0	74.31309056	9	539.3369715	9
FALSE	IsMasterProtein	P09429	High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=1 SV=3	37.20930233	10	106	1	1	215	24.878	5.74		3146	ENSG00000189403	HMGB1	13	cell death;cell organization and biogenesis;cell proliferation;cellular component movement;cellular homeostasis;defense response;metabolic process;regulation of biological process;response to stimulus	cell surface;chromosome;cytosol;endosome;extracellular;membrane;nucleus	catalytic activity;DNA binding;protein binding;RNA binding	"Pf00505, Pf09011"	1.037	1.077	1.037	0.831	0.538	0.368	0.266	0.272	0.278	13329.6	13822.2	14352.7	13823.4	11070.3	7177.5	4908.1	3551.9	3629.7	3699.9	13	13	13	13	13	13	13	13	13	13	99	12	209.6886703	10	1242.163357	7
FALSE	IsMasterProtein	P09493-4	Isoform 4 of Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1	48.23943662	17	118	0	1	284	32.828	4.77		7168		TPM1	15	cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus	cytoskeleton;cytosol	protein binding;structural molecule activity	"Pf00261, Pf12718"	1	1.094	1.004	0.901	0.806	0.706	0.606	0.57	0.493	3513.1	3514.6	3842.6	3528.6	3167	2832.5	2478.6	2127.6	2002.1	1731.2	10	10	10	10	10	10	10	10	10	10	12.503	10	185.0504678	17	767.1770595	16
FALSE	IsMasterProtein	P09496-2	Isoform Non-brain of Clathrin light chain A OS=Homo sapiens GN=CLTA	32.11009174	8	37	7	1	218	23.647	4.53		1211	ENSG00000122705	CLTA	9	cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus;transport	cytosol;membrane	protein binding;structural molecule activity	Pf01086	0.92	0.945	0.836	0.733	0.611	0.708	0.572	0.556	0.475	3358.1	3090.4	3173	2807.8	2462.6	2050.5	2378.2	1919.9	1867.8	1596.4	10	10	10	10	10	10	10	10	10	10	9	1	62.93965411	8	348.3243747	8
FALSE	IsMasterProtein	P09497-2	Isoform Non-brain of Clathrin light chain B OS=Homo sapiens GN=CLTB	24.64454976	7	15	7	1	211	23.167	4.69		1212	ENSG00000175416	CLTB	5	transport	cytoplasm;membrane	protein binding;structural molecule activity	Pf01086	1.01	1.071	1.055	0.961	0.889	0.952	0.793	0.71	0.695	1204.3	1215.8	1290.1	1270.4	1157.6	1070.3	1146.4	955.2	855.1	837	4	4	4	4	4	4	4	4	4	4	4.012	0	24.47187161	7	117.2219632	6
FALSE	IsMasterProtein	P09525	Annexin A4 OS=Homo sapiens GN=ANXA4 PE=1 SV=4	33.22884013	9	19	8	1	319	35.86	6.13		307		ANXA4	2	cell differentiation;regulation of biological process;response to stimulus	cell surface;cytoplasm;membrane;nucleus	enzyme regulator activity;metal ion binding;protein binding	Pf00191	1.001	1.021	0.973	0.566	0.177	0.102	0.06	0.053	0.039	4732.9	4737.4	4830.2	4606.6	2676.5	836.2	483.1	281.8	249	183.9	8	8	8	8	8	8	8	8	8	8	1.462	0	42.52973688	9	330.5242617	8
FALSE	IsMasterProtein	P09543	"2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens GN=CNP PE=1 SV=2"	11.16389549	4	8	3	1	421	47.549	9.07		1267	ENSG00000173786	CNP	17	cell communication;cell differentiation;cell organization and biogenesis;metabolic process;response to stimulus	cytoplasm;membrane;nucleus	catalytic activity;nucleotide binding;RNA binding	"Pf01591, Pf05881, Pf08302, Pf13207, Pf13671"	0.866	0.726	0.574	0.34	0.152	0.061	0.027	0.017	0.012	2209.3	1912.9	1604.8	1269	752.2	335.3	133.7	59.5	37.5	26.1	3	3	3	3	3	3	3	3	3	3	0.334	0	15.94450688	4	130.19	4
