"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp. q-value"	"Sum PEP Score"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Found in Sample: [S2] F2: 126, Control, drugS"	"Found in Sample: [S12] F2: 127N, Sample, drugS"	"Found in Sample: [S13] F2: 127C, Sample, drugS"	"Found in Sample: [S14] F2: 128N, Sample, drugS"	"Found in Sample: [S15] F2: 128C, Sample, drugS"	"Found in Sample: [S16] F2: 129N, Sample, drugS"	"Found in Sample: [S17] F2: 129C, Sample, drugS"	"Found in Sample: [S18] F2: 130N, Sample, drugS"	"Found in Sample: [S19] F2: 130C, Sample, drugS"	"Found in Sample: [S20] F2: 131, Sample, drugS"	"Modifications"	"Area: 126, drugS"	"Area: 127N, drugS"	"Area: 127C, drugS"	"Area: 128N, drugS"	"Area: 128C, drugS"	"Area: 129N, drugS"	"Area: 129C, drugS"	"Area: 130N, drugS"	"Area: 130C, drugS"	"Area: 131, drugS"	"Abundance Ratio: (127N, drugS) / (126, drugS)"	"Abundance Ratio: (127C, drugS) / (126, drugS)"	"Abundance Ratio: (128N, drugS) / (126, drugS)"	"Abundance Ratio: (128C, drugS) / (126, drugS)"	"Abundance Ratio: (129N, drugS) / (126, drugS)"	"Abundance Ratio: (129C, drugS) / (126, drugS)"	"Abundance Ratio: (130N, drugS) / (126, drugS)"	"Abundance Ratio: (130C, drugS) / (126, drugS)"	"Abundance Ratio: (131, drugS) / (126, drugS)"	"Abundance: F2: 126, Control, drugS"	"Abundance: F2: 127N, Sample, drugS"	"Abundance: F2: 127C, Sample, drugS"	"Abundance: F2: 128N, Sample, drugS"	"Abundance: F2: 128C, Sample, drugS"	"Abundance: F2: 129N, Sample, drugS"	"Abundance: F2: 129C, Sample, drugS"	"Abundance: F2: 130N, Sample, drugS"	"Abundance: F2: 130C, Sample, drugS"	"Abundance: F2: 131, Sample, drugS"	"Abundances Count: F2: 126, Control, drugS"	"Abundances Count: F2: 127N, Sample, drugS"	"Abundances Count: F2: 127C, Sample, drugS"	"Abundances Count: F2: 128N, Sample, drugS"	"Abundances Count: F2: 128C, Sample, drugS"	"Abundances Count: F2: 129N, Sample, drugS"	"Abundances Count: F2: 129C, Sample, drugS"	"Abundances Count: F2: 130N, Sample, drugS"	"Abundances Count: F2: 130C, Sample, drugS"	"Abundances Count: F2: 131, Sample, drugS"	"emPAI"	"# Razor Peptides"	"Score Sequest HT"	"# Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"Q9UNN5"	"FAS-associated factor 1 OS=Homo sapiens GN=FAF1 PE=1 SV=2"	"0"	"153.378311931785"	"27.2307692307692"	"16"	"44"	"16"	"1"	"650"	"73.908"	"4.88"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.2e8"	"1.9e8"	"2.4e8"	"2.4e8"	"2.1e8"	"2.3e8"	"2.1e8"	"1.8e8"	"2.2e8"	"1.8e8"	"1.004"	"1.123"	"1.212"	"1.178"	"1.199"	"1.040"	"0.954"	"1.078"	"0.951"	"5635.1"	"5659.9"	"6331.0"	"6831.5"	"6636.1"	"6756.9"	"5859.5"	"5378.5"	"6076.7"	"5358.7"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"9.746"	"0"	"167.680868387222"	"16"
"False"	"High"	"IsMasterProtein"	"P27348"	"14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1"	"0"	"152.869831795024"	"65.7142857142857"	"14"	"67"	"9"	"1"	"245"	"27.747"	"4.78"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.5e8"	"4.1e8"	"5.0e8"	"5.0e8"	"5.0e8"	"5.3e8"	"4.9e8"	"4.2e8"	"5.0e8"	"4.0e8"	"0.918"	"1.135"	"1.153"	"1.148"	"1.122"	"1.030"	"0.889"	"1.080"	"0.934"	"4853.1"	"4456.6"	"5510.2"	"5595.8"	"5570.1"	"5443.7"	"4998.7"	"4312.5"	"5242.5"	"4530.9"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"99"	"0"	"223.566992640495"	"14"
"False"	"High"	"IsMasterProtein"	"Q14152"	"Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1"	"0"	"152.745495509726"	"21.9247467438495"	"31"	"47"	"31"	"1"	"1382"	"166.468"	"6.79"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.4e8"	"1.3e8"	"1.5e8"	"1.9e8"	"1.2e8"	"1.5e8"	"1.3e8"	"1.3e8"	"1.4e8"	"1.4e8"	"0.936"	"1.056"	"1.151"	"0.973"	"1.128"	"0.931"	"0.939"	"1.025"	"0.934"	"6945.3"	"6501.3"	"7331.4"	"7997.3"	"6757.4"	"7831.9"	"6469.5"	"6521.1"	"7116.4"	"6488.5"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"1.798"	"0"	"156.298768281937"	"31"
"False"	"High"	"IsMasterProtein"	"P19367-2"	"Isoform 2 of Hexokinase-1 OS=Homo sapiens GN=HK1"	"0"	"152.74052932965"	"23.3624454148472"	"19"	"38"	"18"	"1"	"916"	"102.136"	"6.61"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.3e8"	"1.2e8"	"1.3e8"	"1.3e8"	"1.2e8"	"1.3e8"	"1.2e8"	"1.1e8"	"1.1e8"	"1.1e8"	"0.966"	"1.102"	"1.156"	"1.031"	"1.152"	"1.001"	"0.928"	"1.064"	"0.926"	"4539.7"	"4386.8"	"5003.6"	"5246.6"	"4679.8"	"5232.0"	"4545.0"	"4212.8"	"4829.9"	"4203.1"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"2.981"	"1"	"137.625066757202"	"19"
"False"	"High"	"IsMasterProtein"	"Q14240-2"	"Isoform 2 of Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2"	"0"	"152.668635940398"	"43.3823529411765"	"15"	"67"	"7"	"1"	"408"	"46.46"	"5.48"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.6e8"	"2.3e8"	"2.4e8"	"2.7e8"	"2.7e8"	"2.9e8"	"2.8e8"	"2.4e8"	"2.6e8"	"2.3e8"	"0.984"	"1.120"	"1.177"	"1.076"	"1.154"	"1.021"	"0.937"	"1.069"	"0.954"	"2340.3"	"2302.3"	"2621.7"	"2753.6"	"2518.7"	"2701.0"	"2389.6"	"2192.1"	"2500.7"	"2232.1"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"30.623"	"0"	"226.262657165527"	"15"
"False"	"High"	"IsMasterProtein"	"P13798"	"Acylamino-acid-releasing enzyme OS=Homo sapiens GN=APEH PE=1 SV=4"	"0"	"152.360607880478"	"32.7868852459016"	"18"	"39"	"18"	"1"	"732"	"81.173"	"5.48"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.1e8"	"3.3e8"	"3.4e8"	"3.8e8"	"3.5e8"	"3.7e8"	"3.1e8"	"3.0e8"	"3.4e8"	"2.8e8"	"0.950"	"1.148"	"1.146"	"1.079"	"1.131"	"1.034"	"0.895"	"1.107"	"0.914"	"4212.6"	"4004.0"	"4837.4"	"4828.3"	"4544.3"	"4763.0"	"4354.0"	"3770.9"	"4664.7"	"3852.4"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"6.743"	"0"	"156.032328605652"	"18"
"False"	"High"	"IsMasterProtein"	"O00429"	"Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=1 SV=2"	"0"	"151.062054220614"	"38.8586956521739"	"26"	"38"	"26"	"1"	"736"	"81.826"	"6.81"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.8e7"	"6.4e7"	"8.4e7"	"9.1e7"	"7.1e7"	"8.2e7"	"7.3e7"	"6.9e7"	"8.4e7"	"6.9e7"	"0.962"	"1.092"	"1.193"	"1.019"	"1.172"	"0.981"	"0.980"	"1.092"	"0.980"	"4050.8"	"3895.8"	"4423.9"	"4833.1"	"4125.9"	"4746.3"	"3972.0"	"3970.9"	"4423.6"	"3969.5"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"3.924"	"0"	"134.927433252335"	"26"
"False"	"High"	"IsMasterProtein"	"A0MZ66"	"Shootin-1 OS=Homo sapiens GN=SHTN1 PE=1 SV=4"	"0"	"151.008870707442"	"40.2535657686212"	"22"	"41"	"22"	"1"	"631"	"71.596"	"5.33"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.4e7"	"6.1e7"	"6.7e7"	"7.4e7"	"6.6e7"	"7.0e7"	"6.3e7"	"5.5e7"	"6.7e7"	"5.4e7"	"0.955"	"1.122"	"1.173"	"1.056"	"1.121"	"1.015"	"0.920"	"1.059"	"0.920"	"5044.8"	"4815.9"	"5659.8"	"5918.9"	"5325.6"	"5653.2"	"5118.2"	"4642.5"	"5342.8"	"4642.1"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"4.995"	"0"	"141.055161714554"	"22"
"False"	"High"	"IsMasterProtein"	"Q8TAQ2-3"	"Isoform 3 of SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2"	"0"	"150.581666548983"	"28.8194444444444"	"33"	"46"	"1"	"1"	"1152"	"126.846"	"5.55"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.7e6"	"6.3e6"	"7.3e6"	"8.5e6"	"7.1e6"	"7.9e6"	"6.6e6"	"6.8e6"	"7.7e6"	"6.3e6"	"0.937"	"1.077"	"1.258"	"1.054"	"1.165"	"0.972"	"1.010"	"1.147"	"0.930"	"118.4"	"111.0"	"127.5"	"148.9"	"124.8"	"137.9"	"115.1"	"119.6"	"135.8"	"110.1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"3.954"	"0"	"152.887090682983"	"33"
"False"	"High"	"IsMasterProtein"	"Q8TAQ2"	"SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2 PE=1 SV=1"	"0"	"150.485261062461"	"27.841845140033"	"33"	"46"	"1"	"1"	"1214"	"132.797"	"5.69"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.2e6"	"2.0e6"	"2.3e6"	"2.5e6"	"2.8e6"	"2.4e6"	"2.2e6"	"2.1e6"	"2.4e6"	"1.9e6"	"0.956"	"1.096"	"1.200"	"1.135"	"1.195"	"0.982"	"0.973"	"1.052"	"0.967"	"5042.6"	"4820.8"	"5528.8"	"6053.6"	"5724.5"	"6026.7"	"4950.6"	"4906.2"	"5306.7"	"4876.0"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"4.24"	"30"	"153.620124340057"	"33"
"False"	"High"	"IsMasterProtein"	"Q92499"	"ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2"	"0"	"150.140520618591"	"37.8378378378378"	"21"	"48"	"21"	"1"	"740"	"82.38"	"7.23"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.1e8"	"1.1e8"	"1.1e8"	"1.3e8"	"1.1e8"	"1.3e8"	"1.0e8"	"9.6e7"	"1.2e8"	"1.0e8"	"0.941"	"1.059"	"1.196"	"1.050"	"1.177"	"0.945"	"0.965"	"1.047"	"0.963"	"4893.2"	"4602.4"	"5183.6"	"5854.0"	"5138.7"	"5757.3"	"4622.2"	"4720.1"	"5125.5"	"4710.8"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"4.036"	"0"	"165.620858192444"	"21"
"False"	"High"	"IsMasterProtein"	"O75534-4"	"Isoform 4 of Cold shock domain-containing protein E1 OS=Homo sapiens GN=CSDE1"	"0"	"150.053413685262"	"33.4123222748815"	"24"	"39"	"24"	"1"	"844"	"93.683"	"6.52"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e8"	"9.1e7"	"1.1e8"	"1.2e8"	"1.0e8"	"1.1e8"	"9.6e7"	"9.2e7"	"1.1e8"	"8.6e7"	"0.925"	"1.066"	"1.150"	"1.009"	"1.114"	"0.950"	"0.939"	"1.041"	"0.927"	"5832.2"	"5396.5"	"6219.6"	"6708.2"	"5883.0"	"6499.8"	"5541.9"	"5476.6"	"6073.6"	"5405.3"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"2.857"	"0"	"135.025425672531"	"24"
"False"	"High"	"IsMasterProtein"	"P38606"	"V-type proton ATPase catalytic subunit A OS=Homo sapiens GN=ATP6V1A PE=1 SV=2"	"0"	"149.819144432495"	"30.7941653160454"	"15"	"32"	"15"	"1"	"617"	"68.26"	"5.52"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.9e7"	"8.1e7"	"9.6e7"	"9.6e7"	"7.8e7"	"9.2e7"	"8.5e7"	"7.7e7"	"8.8e7"	"7.6e7"	"0.979"	"1.080"	"1.180"	"1.043"	"1.174"	"0.978"	"0.964"	"1.066"	"0.947"	"4185.2"	"4098.8"	"4520.6"	"4938.7"	"4363.1"	"4914.6"	"4091.6"	"4036.6"	"4460.5"	"3963.9"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"4.309"	"0"	"119.694545984268"	"15"
"False"	"High"	"IsMasterProtein"	"P52789"	"Hexokinase-2 OS=Homo sapiens GN=HK2 PE=1 SV=2"	"0"	"149.454386039016"	"25.6270447110142"	"18"	"32"	"17"	"1"	"917"	"102.313"	"6.05"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.7e7"	"2.8e7"	"2.7e7"	"3.2e7"	"2.6e7"	"2.9e7"	"2.4e7"	"2.5e7"	"2.8e7"	"2.6e7"	"0.961"	"1.055"	"1.151"	"0.969"	"1.170"	"0.948"	"0.957"	"1.051"	"0.924"	"4043.2"	"3883.8"	"4264.5"	"4652.7"	"3919.6"	"4731.9"	"3831.5"	"3869.2"	"4249.9"	"3736.0"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"2.525"	"0"	"119.467938661575"	"18"
"False"	"High"	"IsMasterProtein"	"P43490"	"Nicotinamide phosphoribosyltransferase OS=Homo sapiens GN=NAMPT PE=1 SV=1"	"0"	"149.264323889988"	"41.7515274949084"	"18"	"43"	"18"	"1"	"491"	"55.487"	"7.15"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.4e8"	"2.3e8"	"2.6e8"	"2.9e8"	"2.5e8"	"2.7e8"	"2.3e8"	"2.2e8"	"2.5e8"	"2.3e8"	"0.937"	"1.110"	"1.156"	"0.977"	"1.132"	"0.989"	"0.929"	"1.067"	"0.949"	"7545.5"	"7071.1"	"8375.0"	"8719.0"	"7369.5"	"8541.3"	"7464.0"	"7010.1"	"8048.0"	"7162.2"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"12.594"	"0"	"152.431082248688"	"18"
"False"	"High"	"IsMasterProtein"	"P40939"	"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2"	"0"	"148.804846402345"	"28.9646133682831"	"17"	"37"	"17"	"1"	"763"	"82.947"	"9.04"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.9e7"	"4.3e7"	"5.4e7"	"5.7e7"	"4.8e7"	"5.4e7"	"4.6e7"	"4.8e7"	"5.1e7"	"4.5e7"	"0.886"	"1.042"	"1.112"	"0.951"	"1.109"	"0.914"	"0.922"	"1.022"	"0.904"	"5684.5"	"5034.9"	"5922.9"	"6321.1"	"5405.3"	"6302.3"	"5197.4"	"5238.5"	"5808.7"	"5139.8"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"4.142"	"0"	"137.395012140274"	"17"
"False"	"High"	"IsMasterProtein"	"P49748-3"	"Isoform 3 of Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADVL"	"0"	"148.554795217425"	"35.693215339233"	"19"	"39"	"19"	"1"	"678"	"72.881"	"8.75"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.1e7"	"8.6e7"	"9.9e7"	"1.0e8"	"8.9e7"	"9.5e7"	"8.7e7"	"7.9e7"	"8.8e7"	"8.1e7"	"0.941"	"1.114"	"1.177"	"1.120"	"1.124"	"1.011"	"0.930"	"1.076"	"0.952"	"4351.5"	"4094.2"	"4845.4"	"5122.8"	"4874.6"	"4892.5"	"4401.2"	"4045.3"	"4680.6"	"4140.5"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"3.885"	"0"	"136.705398321152"	"19"
"False"	"High"	"IsMasterProtein"	"P32929"	"Cystathionine gamma-lyase OS=Homo sapiens GN=CTH PE=1 SV=3"	"0"	"148.216009218752"	"39.7530864197531"	"13"	"52"	"13"	"1"	"405"	"44.479"	"6.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.0e8"	"3.9e8"	"4.5e8"	"4.5e8"	"4.1e8"	"4.2e8"	"4.1e8"	"3.5e8"	"3.9e8"	"3.2e8"	"1.018"	"1.131"	"1.208"	"1.103"	"1.192"	"1.046"	"0.956"	"1.076"	"0.980"	"7070.7"	"7200.9"	"7999.2"	"8538.5"	"7796.5"	"8425.3"	"7395.9"	"6756.4"	"7609.9"	"6927.3"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"17.233"	"0"	"207.365814208984"	"13"
"False"	"High"	"IsMasterProtein"	"Q15366-3"	"Isoform 3 of Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2"	"0"	"148.115488319901"	"38.3977900552486"	"11"	"67"	"6"	"1"	"362"	"38.197"	"6.79"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.5e8"	"2.6e8"	"2.6e8"	"3.1e8"	"2.6e8"	"2.5e8"	"2.5e8"	"2.2e8"	"2.4e8"	"2.2e8"	"1.000"	"1.131"	"1.239"	"1.044"	"1.198"	"0.987"	"0.983"	"1.116"	"1.047"	"2251.1"	"2252.1"	"2545.9"	"2788.4"	"2349.2"	"2696.7"	"2221.8"	"2211.9"	"2512.5"	"2356.0"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"27.184"	"0"	"254.761454343796"	"11"
"False"	"High"	"IsMasterProtein"	"P05937"	"Calbindin OS=Homo sapiens GN=CALB1 PE=1 SV=2"	"0"	"147.524533436632"	"57.088122605364"	"13"	"58"	"13"	"1"	"261"	"30.006"	"4.83"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.1e8"	"2.1e8"	"2.3e8"	"2.4e8"	"2.3e8"	"2.4e8"	"2.1e8"	"1.9e8"	"2.2e8"	"2.0e8"	"0.980"	"1.147"	"1.179"	"1.107"	"1.138"	"1.047"	"0.904"	"1.091"	"0.941"	"7319.9"	"7173.7"	"8399.2"	"8632.8"	"8101.9"	"8333.4"	"7662.0"	"6618.9"	"7986.9"	"6886.7"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"132.352"	"0"	"182.977339744568"	"13"
"False"	"High"	"IsMasterProtein"	"P00352"	"Retinal dehydrogenase 1 OS=Homo sapiens GN=ALDH1A1 PE=1 SV=2"	"0"	"147.451890966409"	"39.3213572854291"	"16"	"43"	"14"	"1"	"501"	"54.827"	"6.73"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e8"	"1.2e8"	"1.3e8"	"1.4e8"	"1.3e8"	"1.4e8"	"1.2e8"	"1.2e8"	"1.2e8"	"1.2e8"	"0.974"	"1.139"	"1.179"	"1.067"	"1.147"	"1.004"	"0.896"	"1.086"	"0.957"	"5962.9"	"5807.1"	"6791.5"	"7032.6"	"6363.5"	"6836.8"	"5985.0"	"5344.5"	"6474.3"	"5709.4"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"13.065"	"0"	"157.740305900574"	"16"
"False"	"High"	"IsMasterProtein"	"P09104"	"Gamma-enolase OS=Homo sapiens GN=ENO2 PE=1 SV=3"	"0"	"147.395200363183"	"37.5576036866359"	"11"	"84"	"7"	"1"	"434"	"47.239"	"5.03"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.0e7"	"6.1e7"	"7.1e7"	"7.4e7"	"6.8e7"	"6.8e7"	"6.9e7"	"5.9e7"	"7.0e7"	"6.1e7"	"1.004"	"1.099"	"1.175"	"1.149"	"1.145"	"1.017"	"0.911"	"1.030"	"0.928"	"2793.9"	"2806.0"	"3070.6"	"3281.7"	"3210.0"	"3199.3"	"2841.5"	"2546.4"	"2877.6"	"2592.9"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"6.743"	"2"	"379.838469028473"	"11"
"False"	"High"	"IsMasterProtein"	"P11413-2"	"Isoform Long of Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD"	"0"	"147.343684307951"	"42.4242424242424"	"21"	"59"	"21"	"1"	"561"	"63.786"	"6.89"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.7e8"	"3.6e8"	"4.1e8"	"4.4e8"	"3.4e8"	"4.3e8"	"3.3e8"	"3.8e8"	"3.9e8"	"3.4e8"	"0.947"	"1.118"	"1.173"	"1.045"	"1.138"	"0.953"	"0.931"	"1.068"	"0.980"	"6161.9"	"5837.5"	"6891.5"	"7228.2"	"6436.5"	"7010.4"	"5871.7"	"5736.3"	"6580.0"	"6038.1"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"6.499"	"0"	"192.78510427475"	"21"
"False"	"High"	"IsMasterProtein"	"Q9NYL9"	"Tropomodulin-3 OS=Homo sapiens GN=TMOD3 PE=1 SV=1"	"0"	"147.172517028949"	"57.6704545454545"	"16"	"40"	"14"	"1"	"352"	"39.57"	"5.19"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.3e7"	"7.5e7"	"9.0e7"	"9.8e7"	"8.6e7"	"9.1e7"	"8.2e7"	"7.3e7"	"8.3e7"	"7.3e7"	"0.966"	"1.085"	"1.182"	"1.025"	"1.148"	"0.989"	"0.933"	"1.031"	"0.929"	"5388.8"	"5206.4"	"5849.1"	"6369.4"	"5521.1"	"6187.5"	"5330.7"	"5027.6"	"5553.5"	"5003.6"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"18.573"	"2"	"141.723539590836"	"16"
"False"	"High"	"IsMasterProtein"	"P23526"	"Adenosylhomocysteinase OS=Homo sapiens GN=AHCY PE=1 SV=4"	"0"	"147.096540883124"	"36.1111111111111"	"14"	"68"	"13"	"1"	"432"	"47.685"	"6.34"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.4e8"	"5.2e8"	"6.5e8"	"6.7e8"	"5.5e8"	"6.0e8"	"5.6e8"	"5.1e8"	"6.1e8"	"5.3e8"	"0.965"	"1.107"	"1.212"	"1.048"	"1.159"	"0.983"	"0.960"	"1.069"	"0.942"	"7003.3"	"6758.7"	"7751.4"	"8485.8"	"7338.6"	"8113.5"	"6885.2"	"6722.3"	"7484.1"	"6600.1"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"24.119"	"1"	"224.604437828064"	"14"
"False"	"High"	"IsMasterProtein"	"P07384"	"Calpain-1 catalytic subunit OS=Homo sapiens GN=CAPN1 PE=1 SV=1"	"0"	"146.813554317498"	"37.2549019607843"	"21"	"49"	"21"	"1"	"714"	"81.838"	"5.67"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.0e8"	"1.1e8"	"1.2e8"	"1.2e8"	"1.1e8"	"1.2e8"	"1.1e8"	"1.0e8"	"1.0e8"	"8.9e7"	"0.947"	"1.128"	"1.143"	"1.130"	"1.139"	"1.026"	"0.926"	"1.075"	"0.915"	"6593.0"	"6240.6"	"7437.1"	"7534.9"	"7448.1"	"7507.9"	"6764.4"	"6105.5"	"7086.1"	"6035.1"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"6.197"	"0"	"165.762456893921"	"21"
"False"	"High"	"IsMasterProtein"	"Q99798"	"Aconitate hydratase, mitochondrial OS=Homo sapiens GN=ACO2 PE=1 SV=2"	"0"	"146.7948785872"	"40.3846153846154"	"23"	"41"	"23"	"1"	"780"	"85.372"	"7.61"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.3e8"	"1.2e8"	"1.4e8"	"1.5e8"	"1.4e8"	"1.4e8"	"1.3e8"	"1.3e8"	"1.3e8"	"1.2e8"	"0.926"	"1.080"	"1.160"	"1.002"	"1.159"	"0.945"	"0.940"	"1.050"	"0.961"	"4890.2"	"4529.0"	"5279.0"	"5671.4"	"4900.2"	"5667.2"	"4622.1"	"4595.6"	"5135.6"	"4701.7"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"4.703"	"0"	"150.681332111359"	"23"
"False"	"High"	"IsMasterProtein"	"Q9NRY5"	"Protein FAM114A2 OS=Homo sapiens GN=FAM114A2 PE=1 SV=4"	"0"	"146.626904380018"	"40.7920792079208"	"16"	"31"	"16"	"1"	"505"	"55.434"	"4.88"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.2e7"	"3.1e7"	"3.7e7"	"3.7e7"	"3.4e7"	"3.7e7"	"3.5e7"	"3.1e7"	"3.4e7"	"2.9e7"	"0.999"	"1.120"	"1.202"	"1.133"	"1.186"	"1.043"	"0.962"	"1.069"	"0.943"	"4790.7"	"4786.1"	"5367.8"	"5757.2"	"5427.5"	"5683.5"	"4995.4"	"4609.3"	"5123.6"	"4515.4"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"6.055"	"0"	"122.476915121078"	"16"
"False"	"High"	"IsMasterProtein"	"P53618"	"Coatomer subunit beta OS=Homo sapiens GN=COPB1 PE=1 SV=3"	"0"	"146.455708357728"	"23.8195173137461"	"17"	"34"	"17"	"1"	"953"	"107.074"	"6.05"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.2e7"	"6.1e7"	"8.2e7"	"9.2e7"	"6.9e7"	"7.6e7"	"6.2e7"	"6.2e7"	"6.5e7"	"6.4e7"	"0.938"	"1.021"	"1.148"	"0.978"	"1.190"	"0.936"	"0.982"	"1.056"	"0.964"	"4097.4"	"3844.0"	"4185.1"	"4705.5"	"4008.4"	"4875.7"	"3835.9"	"4025.0"	"4326.0"	"3950.6"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"2.498"	"0"	"128.439374446869"	"17"
